life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_tier
68.6,12.51,15.18,9779.0,0.7626,High
75.4,13.45,15.21,63567.0,0.8924,Very High
48.3,8.41,7.38,2264.0,0.4548,Low
65.9,8.97,10.37,3430.0,0.6098,Medium
64.9,13.5,11.18,8359.0,0.7074,High
43.0,7.46,9.36,1204.0,0.4167,Low
70.3,11.78,11.8,19078.0,0.7773,High
68.7,12.77,12.93,19342.0,0.7848,High
72.5,11.56,12.99,18780.0,0.7694,High
46.9,4.6,10.29,1986.0,0.4346,Low
53.8,9.14,9.91,4099.0,0.557,Medium
64.5,13.91,16.78,23906.0,0.8157,Very High
47.6,2.19,7.38,1102.0,0.3582,Low
43.7,6.39,8.91,1660.0,0.4142,Low
71.0,10.43,14.7,24619.0,0.7853,High
64.7,10.14,10.51,16046.0,0.7028,High
56.4,8.44,9.92,2567.0,0.5384,Low
82.2,14.96,15.38,59504.0,0.9522,Very High
71.3,12.59,11.14,17293.0,0.758,High
49.7,8.99,10.14,4617.0,0.5568,Medium
34.5,4.7,3.6,470.0,0.2398,Low
66.5,11.37,12.74,9501.0,0.7112,High
38.3,5.04,4.76,324.0,0.2491,Low
76.1,12.47,15.61,38324.0,0.8688,Very High
50.0,7.21,12.06,4180.0,0.5181,Low
72.0,11.21,16.4,38374.0,0.8446,Very High
55.6,10.27,9.68,4120.0,0.5582,Medium
43.0,5.37,8.23,1168.0,0.3782,Low
36.5,0.0,3.66,575.0,0.1735,Low
43.4,6.48,7.13,902.0,0.3458,Low
43.6,4.51,8.4,993.0,0.3701,Low
56.1,8.68,8.84,4512.0,0.5441,Low
70.4,11.31,12.43,13421.0,0.75,High
47.2,4.57,5.33,798.0,0.3422,Low
57.5,12.87,10.05,3726.0,0.6079,Medium
43.5,8.42,9.19,1656.0,0.4282,Low
49.9,8.74,6.68,1777.0,0.4554,Low
59.0,9.38,10.77,6226.0,0.6054,Medium
48.6,6.99,5.36,829.0,0.3866,Low
31.7,4.33,7.82,583.0,0.2543,Low
46.2,7.32,8.91,1390.0,0.4262,Low
25.1,3.6,3.74,284.0,0.1479,Low
39.9,5.15,7.7,1366.0,0.3535,Low
60.9,10.6,8.65,5060.0,0.5867,Medium
37.9,4.96,10.35,1506.0,0.3604,Low
67.3,11.42,12.08,19057.0,0.7554,High
71.9,10.24,16.32,15977.0,0.7873,High
57.5,7.25,11.24,2793.0,0.5468,Low
46.3,1.97,7.39,933.0,0.3361,Low
73.0,13.83,17.96,51665.0,0.922,Very High
82.9,15.0,18.0,63714.0,0.96,Very High
37.4,6.21,5.69,792.0,0.3115,Low
54.4,5.63,7.98,2043.0,0.4627,Low
38.6,7.08,7.92,3113.0,0.4072,Low
46.3,6.34,7.43,1213.0,0.4076,Low
80.5,14.99,17.29,48029.0,0.956,Very High
74.7,10.4,15.49,18077.0,0.7985,High
58.3,8.26,11.36,3026.0,0.547,Low
42.1,2.6,6.25,675.0,0.3195,Low
78.9,12.16,14.71,29389.0,0.8586,Very High
62.7,8.71,11.03,6313.0,0.6273,Medium
42.8,5.88,3.69,1025.0,0.3454,Low
63.0,8.68,12.01,8511.0,0.6475,Medium
77.6,13.99,18.0,39336.0,0.9303,Very High
24.8,0.73,2.18,100.0,0.0,Low
41.3,6.82,5.62,475.0,0.3277,Low
72.2,11.0,15.09,29446.0,0.8197,Very High
58.2,10.08,11.88,8214.0,0.6319,Medium
46.8,5.18,8.46,1432.0,0.4293,Low
75.0,11.83,14.64,22684.0,0.828,Very High
57.6,6.91,8.1,4887.0,0.5305,Low
47.1,5.71,9.42,3164.0,0.4473,Low
73.1,13.16,18.0,32328.0,0.8816,Very High
44.3,8.01,6.07,1276.0,0.4108,Low
61.6,9.72,12.79,15386.0,0.6955,Medium
27.7,1.71,3.0,428.0,0.1575,Low
46.6,4.99,9.96,975.0,0.4119,Low
46.1,8.12,8.0,2622.0,0.4663,Low
75.9,12.36,14.67,18815.0,0.8164,Very High
71.5,11.43,12.6,15415.0,0.7549,High
75.3,10.34,11.97,14755.0,0.7632,High
43.3,3.78,3.79,564.0,0.2839,Low
81.2,14.39,16.51,23600.0,0.911,Very High
52.1,5.55,8.19,1185.0,0.4274,Low
37.7,5.25,4.22,1241.0,0.3184,Low
77.3,14.64,17.91,21251.0,0.8927,Very High
74.3,12.62,9.56,14639.0,0.7653,High
59.2,7.8,9.56,15810.0,0.6312,Medium
64.5,10.31,11.1,6984.0,0.6564,Medium
42.0,7.21,6.76,1526.0,0.3888,Low
40.3,5.05,4.3,512.0,0.2842,Low
37.2,5.99,6.5,1434.0,0.3443,Low
55.8,4.47,9.18,4812.0,0.5198,Low
77.6,11.88,17.99,37577.0,0.8948,Very High
53.6,7.32,10.11,2550.0,0.496,Low
53.4,7.76,11.97,5647.0,0.5582,Medium
63.8,12.25,13.12,12375.0,0.721,High
40.0,3.07,5.88,344.0,0.2552,Low
52.9,4.78,12.7,1843.0,0.4777,Low
20.0,0.73,3.04,100.0,0.0066,Low
58.5,8.26,9.55,3462.0,0.548,Low
61.6,8.78,11.24,5198.0,0.6153,Medium
57.1,10.19,10.72,5194.0,0.605,Medium
29.1,3.11,1.7,208.0,0.1214,Low
56.5,5.34,10.42,2784.0,0.5132,Low
60.0,7.63,12.32,4295.0,0.6089,Medium
42.0,4.18,7.59,569.0,0.3125,Low
24.8,1.17,0.0,100.0,0.0022,Low
64.4,11.86,9.32,21299.0,0.7153,High
67.1,13.81,12.75,15137.0,0.7658,High
36.7,6.85,5.05,668.0,0.3008,Low
75.0,12.0,11.95,32233.0,0.814,Very High
47.4,8.0,6.82,4453.0,0.4638,Low
78.7,13.5,17.74,25029.0,0.8965,Very High
68.2,9.99,14.91,11993.0,0.7265,High
77.6,9.02,14.48,37706.0,0.8273,Very High
48.2,7.25,6.55,1452.0,0.4272,Low
62.8,6.79,13.09,8470.0,0.6426,Medium
75.1,10.56,13.45,18078.0,0.7759,High
51.5,6.09,8.71,2688.0,0.4781,Low
44.2,5.84,7.35,689.0,0.349,Low
67.2,13.48,14.18,40737.0,0.8162,Very High
66.0,11.12,16.0,11722.0,0.7667,High
29.2,1.12,3.35,183.0,0.1101,Low
61.9,6.6,12.25,8762.0,0.6296,Medium
75.6,12.42,13.92,14153.0,0.8154,Very High
56.1,8.79,11.27,5507.0,0.5922,Medium
48.4,6.1,7.93,1365.0,0.412,Low
55.9,11.58,12.14,8061.0,0.6369,Medium
44.2,3.2,5.37,731.0,0.2917,Low
83.7,13.16,16.13,39876.0,0.9239,Very High
82.2,13.07,14.48,27112.0,0.8799,Very High
31.4,0.83,1.52,286.0,0.1225,Low
77.3,13.33,14.4,22068.0,0.8611,Very High
32.3,2.78,5.79,235.0,0.1835,Low
67.6,12.0,14.29,11555.0,0.7327,High
41.6,5.04,4.91,990.0,0.3426,Low
71.2,13.34,15.45,28152.0,0.8255,Very High
63.0,10.42,14.23,13463.0,0.7193,High
29.6,4.07,7.56,324.0,0.2153,Low
61.2,8.06,11.45,3697.0,0.5873,Medium
35.8,4.44,2.14,997.0,0.2694,Low
48.0,7.79,9.98,977.0,0.4312,Low
75.5,13.01,17.24,20625.0,0.853,Very High
32.4,4.48,8.78,542.0,0.2473,Low
67.3,9.37,12.23,12077.0,0.6834,Medium
40.7,8.77,8.35,3014.0,0.4694,Low
44.0,4.97,8.77,1032.0,0.3843,Low
43.1,5.81,4.81,1596.0,0.3782,Low
54.3,8.33,9.33,6532.0,0.5889,Medium
33.1,3.44,2.89,205.0,0.1586,Low
56.3,9.67,7.23,2374.0,0.5182,Low
36.0,2.63,0.79,262.0,0.1417,Low
66.1,12.64,13.83,13516.0,0.7484,High
39.4,4.22,6.29,734.0,0.3024,Low
38.0,6.39,8.33,877.0,0.3393,Low
42.0,3.12,5.89,457.0,0.2858,Low
61.0,9.67,10.89,7052.0,0.6406,Medium
72.1,8.69,14.43,8149.0,0.726,High
81.0,13.34,15.21,32725.0,0.8811,Very High
41.7,5.31,5.86,1041.0,0.3434,Low
34.6,4.43,3.61,314.0,0.2168,Low
54.2,6.5,9.82,2069.0,0.5097,Low
59.8,12.73,9.63,2118.0,0.5821,Medium
66.9,7.53,8.85,5575.0,0.6004,Medium
38.7,4.82,4.88,382.0,0.2698,Low
30.5,3.97,4.19,564.0,0.2166,Low
73.2,14.81,17.01,38176.0,0.8975,Very High
62.2,10.02,12.14,10196.0,0.6775,Medium
61.9,10.57,13.16,8948.0,0.6751,Medium
56.3,6.15,5.49,1654.0,0.4327,Low
50.8,8.51,7.58,819.0,0.4201,Low
62.6,7.99,13.96,5602.0,0.6346,Medium
64.5,8.91,9.87,10910.0,0.637,Medium
21.8,0.08,1.39,221.0,0.059,Low
39.9,4.79,6.74,2198.0,0.3729,Low
60.8,8.25,12.0,6108.0,0.6116,Medium
66.8,13.68,13.35,25078.0,0.7834,High
64.0,10.18,17.01,13013.0,0.7444,High
66.9,10.09,14.24,24044.0,0.7766,High
75.6,11.24,14.02,37245.0,0.8465,Very High
31.4,2.95,1.58,284.0,0.1697,Low
61.3,10.2,12.31,3989.0,0.6195,Medium
36.9,3.42,0.16,297.0,0.1759,Low
59.0,8.47,13.43,8678.0,0.6409,Medium
36.0,4.34,3.51,456.0,0.232,Low
61.4,9.59,13.4,10272.0,0.6776,Medium
58.6,8.02,10.28,4073.0,0.5601,Medium
75.3,12.54,17.04,41347.0,0.8766,Very High
60.2,6.12,11.27,3465.0,0.5508,Medium
66.1,14.8,15.45,22055.0,0.8074,Very High
82.6,15.0,18.0,75000.0,0.9874,Very High
64.9,10.11,11.22,12693.0,0.6691,Medium
39.2,6.82,11.45,1348.0,0.3891,Low
42.1,7.1,5.46,654.0,0.3503,Low
36.1,6.57,5.78,1112.0,0.3243,Low
80.8,14.36,15.09,45225.0,0.9245,Very High
45.2,3.1,4.62,575.0,0.2914,Low
48.8,4.94,7.64,696.0,0.3647,Low
66.2,9.33,14.62,14995.0,0.7192,High
41.7,4.63,9.51,771.0,0.3453,Low
56.3,8.22,7.98,1564.0,0.5057,Low
47.4,8.02,9.7,2352.0,0.4706,Low
78.5,14.75,14.56,60427.0,0.9376,Very High
77.6,12.87,18.0,35562.0,0.8962,Very High
67.1,11.16,10.25,4419.0,0.6447,Medium
35.9,6.33,9.85,909.0,0.3415,Low
77.7,9.4,15.04,30389.0,0.8226,Very High
26.4,2.51,0.0,267.0,0.0977,Low
35.2,6.64,6.66,367.0,0.2653,Low
60.0,8.99,11.46,4209.0,0.5841,Medium
41.2,0.55,4.39,924.0,0.2523,Low
74.7,11.42,16.32,29867.0,0.8474,Very High
33.2,0.0,3.26,168.0,0.1202,Low
39.0,2.52,4.92,274.0,0.2093,Low
63.5,8.94,14.97,12541.0,0.7111,High
54.2,8.03,8.41,1365.0,0.4748,Low
35.7,4.5,5.16,497.0,0.2592,Low
52.0,7.75,7.75,2577.0,0.5055,Low
43.1,6.4,6.85,1547.0,0.395,Low
71.9,12.08,14.59,29278.0,0.8162,Very High
63.4,11.41,11.53,29490.0,0.7536,High
46.5,9.39,6.95,1520.0,0.4447,Low
55.3,9.57,9.94,3677.0,0.578,Medium
56.8,7.45,9.56,1257.0,0.4622,Low
63.1,9.5,10.16,8089.0,0.6381,Medium
63.8,9.44,14.05,9870.0,0.6875,Medium
52.8,5.88,7.74,2719.0,0.4503,Low
51.0,8.54,2.78,747.0,0.3758,Low
66.7,9.36,11.87,25006.0,0.7237,High
62.4,12.64,12.96,24190.0,0.7302,High
70.6,11.26,13.27,5140.0,0.6936,Medium
24.9,0.0,1.04,228.0,0.0786,Low
57.9,9.71,7.42,6151.0,0.5862,Medium
46.3,4.9,4.94,549.0,0.308,Low
70.9,8.82,10.82,9992.0,0.6794,Medium
47.8,7.3,8.57,1464.0,0.4454,Low
47.3,5.66,8.1,2941.0,0.4261,Low
22.8,2.19,4.1,261.0,0.1118,Low
37.8,4.26,2.83,781.0,0.2472,Low
38.5,2.9,4.1,746.0,0.2796,Low
36.6,2.7,9.03,1246.0,0.3279,Low
74.3,14.77,17.44,39107.0,0.8841,Very High
59.0,9.44,10.21,4402.0,0.5859,Medium
81.9,13.43,13.87,28543.0,0.8812,Very High
36.4,3.29,6.6,685.0,0.2582,Low
55.3,9.26,13.78,3612.0,0.5875,Medium
72.8,9.91,11.15,12854.0,0.7302,High
29.0,1.67,1.46,248.0,0.1018,Low
45.6,7.1,5.95,487.0,0.3432,Low
49.7,8.43,9.19,1164.0,0.4485,Low
78.5,12.56,16.96,30996.0,0.8945,Very High
28.5,0.0,3.95,184.0,0.1074,Low
20.0,0.0,0.0,100.0,0.0,Low
72.8,12.21,15.87,40352.0,0.8434,Very High
27.1,2.09,3.62,187.0,0.1174,Low
34.9,3.75,5.56,333.0,0.2249,Low
70.5,9.45,9.9,6611.0,0.6729,Medium
41.2,6.21,5.75,1962.0,0.3744,Low
29.9,1.92,3.35,785.0,0.1794,Low
33.6,6.26,7.86,644.0,0.288,Low
58.6,8.4,8.68,4538.0,0.5478,Low
80.8,14.01,15.7,45802.0,0.9247,Very High
20.0,0.0,1.74,270.0,0.0077,Low
46.9,6.66,5.48,1391.0,0.4026,Low
85.0,15.0,18.0,75000.0,0.997,Very High
71.6,10.39,10.82,15310.0,0.7237,High
55.7,6.27,9.88,2491.0,0.5001,Low
59.1,5.98,8.82,4602.0,0.5357,Low
52.9,7.73,10.17,3780.0,0.526,Low
27.4,1.63,1.33,314.0,0.1376,Low
62.9,8.77,12.81,11573.0,0.6709,Medium
77.7,13.73,16.5,32399.0,0.8912,Very High
71.9,15.0,18.0,35735.0,0.8844,Very High
41.2,4.54,6.86,653.0,0.3087,Low
75.1,12.37,12.42,28192.0,0.8053,Very High
72.7,12.84,13.29,26195.0,0.8057,Very High
72.5,12.85,13.15,15361.0,0.8057,Very High
49.7,8.68,8.27,3773.0,0.5121,Low
51.3,8.79,9.81,4092.0,0.531,Low
36.5,3.53,3.92,492.0,0.2334,Low
59.8,7.19,15.49,7372.0,0.656,Medium
28.2,4.47,3.11,325.0,0.1658,Low
66.1,8.03,13.66,5049.0,0.6311,Medium
54.8,7.86,10.74,6333.0,0.5777,Medium
37.9,5.47,2.29,587.0,0.2533,Low
58.1,10.92,10.67,4106.0,0.5883,Medium
51.9,7.95,10.25,4233.0,0.5233,Low
69.4,10.63,13.96,21204.0,0.7742,High
51.3,5.23,8.5,2632.0,0.4592,Low
26.8,4.34,2.51,375.0,0.1554,Low
59.6,8.95,9.95,6401.0,0.6082,Medium
39.8,4.43,7.45,736.0,0.3112,Low
69.0,11.97,12.59,24289.0,0.7601,High
49.3,6.02,6.87,1374.0,0.3986,Low
71.8,11.29,15.64,33669.0,0.8283,Very High
55.8,7.59,9.75,3684.0,0.5317,Low
60.7,10.11,15.63,11461.0,0.7029,High
53.3,5.22,9.14,2552.0,0.4861,Low
39.6,2.38,3.69,1324.0,0.2711,Low
45.3,9.42,7.49,5527.0,0.5239,Low
37.4,4.28,2.9,479.0,0.2446,Low
48.9,5.49,12.27,1984.0,0.4702,Low
22.0,2.65,1.15,235.0,0.0644,Low
70.2,12.99,16.39,40530.0,0.85,Very High
81.0,14.22,15.29,35533.0,0.9052,Very High
46.3,5.09,6.37,2040.0,0.4075,Low
56.7,9.73,10.72,4040.0,0.5754,Medium
61.2,10.73,12.58,3070.0,0.6185,Medium
64.1,9.85,9.46,4916.0,0.6181,Medium
85.0,15.0,15.71,26051.0,0.9329,Very High
66.1,10.11,14.13,6275.0,0.6969,Medium
75.7,13.71,17.66,19002.0,0.8669,Very High
69.6,12.04,15.51,27567.0,0.8217,Very High
71.2,8.36,15.58,14807.0,0.7619,High
68.4,10.16,11.88,10548.0,0.7102,High
36.5,3.43,1.5,478.0,0.2134,Low
58.3,10.5,8.59,5557.0,0.5988,Medium
55.8,7.7,7.94,6001.0,0.5617,Medium
36.8,3.63,4.71,675.0,0.2668,Low
68.1,10.49,11.45,10548.0,0.7102,High
56.1,11.04,10.89,3680.0,0.5807,Medium
37.4,6.88,4.99,1002.0,0.3398,Low
54.8,6.02,7.43,1637.0,0.4561,Low
25.2,0.0,3.36,171.0,0.0809,Low
75.0,9.68,13.15,13053.0,0.7533,High
68.8,12.3,16.26,9691.0,0.7623,High
48.4,5.76,8.17,1809.0,0.4308,Low
38.2,4.86,5.46,1520.0,0.3325,Low
66.7,10.9,14.75,8220.0,0.7157,High
22.1,0.0,0.0,175.0,0.0,Low
56.6,9.28,12.03,6461.0,0.6287,Medium
30.9,2.08,3.79,257.0,0.1638,Low
25.0,0.9,0.19,359.0,0.0834,Low
60.7,8.53,8.56,7453.0,0.5965,Medium
73.5,11.54,13.84,35182.0,0.8336,Very High
49.5,7.57,9.99,1647.0,0.4674,Low
40.8,6.64,5.56,531.0,0.3086,Low
33.8,4.7,3.28,259.0,0.1937,Low
75.2,11.89,14.05,22066.0,0.829,Very High
26.8,1.57,0.0,455.0,0.1097,Low
78.6,11.74,16.59,33841.0,0.8772,Very High
42.2,2.52,8.61,777.0,0.3204,Low
67.2,9.67,13.06,10963.0,0.7037,High
53.4,6.64,8.74,2797.0,0.504,Low
72.8,14.63,13.77,21284.0,0.8213,Very High
55.5,8.91,9.11,5191.0,0.5706,Medium
56.0,9.45,7.96,3227.0,0.5451,Low
56.2,8.36,14.98,4313.0,0.6059,Medium
36.6,1.53,2.91,470.0,0.197,Low
69.8,13.21,16.4,19073.0,0.802,Very High
52.6,8.58,11.33,2107.0,0.5244,Low
80.9,14.01,16.49,48100.0,0.916,Very High
37.1,2.71,1.75,252.0,0.1739,Low
34.4,3.83,4.1,232.0,0.1899,Low
31.7,2.7,0.13,274.0,0.1447,Low
71.8,8.75,15.51,15602.0,0.751,High
78.6,13.2,14.44,34344.0,0.8652,Very High
72.8,11.84,11.6,9635.0,0.743,High
68.0,7.99,10.63,6035.0,0.634,Medium
39.1,1.21,7.01,450.0,0.2301,Low
66.4,9.48,7.24,3166.0,0.5775,Medium
49.4,6.77,11.38,1321.0,0.475,Low
56.9,8.94,10.11,12361.0,0.6264,Medium
41.6,6.95,5.79,1139.0,0.3513,Low
41.8,6.41,5.12,438.0,0.3032,Low
48.6,3.05,7.71,1619.0,0.3979,Low
51.7,6.8,10.37,3235.0,0.4919,Low
85.0,10.96,18.0,42544.0,0.922,Very High
25.8,2.0,4.87,242.0,0.1472,Low
50.8,5.39,9.01,1793.0,0.431,Low
75.3,11.7,14.68,21443.0,0.8166,Very High
44.1,6.78,5.08,1628.0,0.3835,Low
74.0,9.9,13.23,9235.0,0.7303,High
83.1,11.0,18.0,24184.0,0.9007,Very High
55.4,3.44,11.39,2583.0,0.4992,Low
71.8,14.28,16.66,29865.0,0.8609,Very High
59.3,10.31,4.81,8467.0,0.5684,Medium
57.8,7.11,5.02,1274.0,0.4511,Low
46.5,4.33,7.48,2124.0,0.4125,Low
64.8,12.81,13.57,10605.0,0.7308,High
65.1,15.0,13.54,16650.0,0.7842,High
66.0,11.05,15.93,14969.0,0.7639,High
64.2,8.81,14.9,14570.0,0.7037,High
59.7,11.71,12.13,7112.0,0.653,Medium
82.8,11.85,13.51,56248.0,0.893,Very High
40.0,4.33,3.64,644.0,0.2578,Low
44.0,0.41,5.36,668.0,0.2546,Low
45.5,6.47,9.06,2269.0,0.434,Low
62.7,8.26,10.02,16061.0,0.6552,Medium
54.9,9.85,10.74,4491.0,0.5671,Medium
52.3,5.25,4.9,2076.0,0.4181,Low
59.7,9.28,4.94,4486.0,0.5414,Low
69.9,11.86,12.85,29430.0,0.7907,High
56.9,7.78,11.58,3254.0,0.5624,Medium
41.8,7.37,10.64,1278.0,0.4179,Low
52.3,6.57,5.11,2349.0,0.4384,Low
22.8,0.9,0.0,226.0,0.0544,Low
50.8,5.47,9.39,1689.0,0.4406,Low
73.8,12.14,12.86,11505.0,0.7606,High
31.6,0.0,4.68,277.0,0.1687,Low
38.2,8.23,8.2,1489.0,0.3836,Low
79.9,14.44,18.0,38477.0,0.9335,Very High
59.3,7.9,8.6,2770.0,0.5332,Low
72.9,11.97,14.69,32063.0,0.8341,Very High
29.6,1.06,5.97,319.0,0.1676,Low
62.8,11.63,14.53,19666.0,0.7416,High
36.6,1.04,3.2,413.0,0.1986,Low
81.2,13.42,14.64,24708.0,0.8599,Very High
58.8,8.68,7.68,4575.0,0.5593,Medium
74.1,12.55,12.74,22612.0,0.799,High
44.0,7.3,4.49,1317.0,0.3554,Low
67.8,8.47,8.65,4365.0,0.6021,Medium
67.2,10.47,10.01,7732.0,0.6572,Medium
49.6,4.53,4.0,1433.0,0.35,Low
73.4,12.79,12.95,26493.0,0.8423,Very High
38.8,4.33,6.44,659.0,0.304,Low
53.4,7.74,8.69,2185.0,0.4984,Low
35.2,4.89,5.59,889.0,0.2899,Low
49.3,5.41,8.91,1278.0,0.4081,Low
58.8,11.62,12.5,1960.0,0.5804,Medium
74.6,11.7,18.0,26552.0,0.8537,Very High
61.6,9.16,10.72,4443.0,0.5854,Medium
50.8,5.46,8.09,3705.0,0.4901,Low
66.8,11.99,12.05,6650.0,0.6936,Medium
81.1,12.82,16.68,37167.0,0.8998,Very High
58.8,8.82,9.5,2203.0,0.539,Low
41.2,4.87,3.94,1111.0,0.3044,Low
42.2,5.59,6.74,688.0,0.3243,Low
69.2,10.97,12.68,37120.0,0.8014,Very High
25.7,0.0,0.0,203.0,0.0,Low
36.4,4.08,4.39,734.0,0.2695,Low
64.0,10.35,16.27,18604.0,0.7534,High
79.5,11.59,18.0,25521.0,0.8773,Very High
51.3,9.03,9.91,2708.0,0.5117,Low
70.2,12.82,12.73,20214.0,0.8075,Very High
58.5,5.82,8.85,4398.0,0.5228,Low
42.1,6.69,10.67,1886.0,0.4191,Low
72.8,11.4,13.2,51578.0,0.8349,Very High
38.0,4.98,5.39,887.0,0.2939,Low
60.1,8.0,14.08,4406.0,0.6244,Medium
71.6,12.45,16.13,45161.0,0.8564,Very High
62.7,12.15,12.32,9347.0,0.6968,Medium
73.6,13.99,17.41,21653.0,0.8629,Very High
55.8,9.54,8.86,2968.0,0.5383,Low
77.6,12.73,16.01,22286.0,0.8659,Very High
80.8,10.91,18.0,32867.0,0.8976,Very High
80.5,15.0,12.31,63068.0,0.9189,Very High
70.4,13.03,14.61,33165.0,0.8147,Very High
44.0,6.02,4.72,1178.0,0.354,Low
67.7,10.06,13.03,8280.0,0.6978,Medium
41.2,3.87,6.78,708.0,0.3303,Low
35.2,5.68,4.64,1577.0,0.2999,Low
73.6,11.59,15.91,23946.0,0.8203,Very High
58.5,7.64,10.42,2104.0,0.54,Low
49.9,10.09,7.24,880.0,0.4234,Low
28.5,5.88,3.42,432.0,0.1971,Low
57.0,11.32,11.95,9118.0,0.6672,Medium
80.2,12.03,15.46,39365.0,0.8889,Very High
26.7,0.39,1.91,189.0,0.0954,Low
30.9,4.82,2.8,356.0,0.2043,Low
39.8,9.69,11.22,1428.0,0.4278,Low
58.2,8.93,11.47,5389.0,0.6027,Medium
54.4,7.69,9.32,4205.0,0.5451,Low
38.3,5.41,7.05,679.0,0.3044,Low
42.6,2.49,5.28,1062.0,0.3227,Low
51.2,5.91,11.78,2354.0,0.488,Low
66.0,8.84,14.34,6051.0,0.6827,Medium
83.2,13.22,15.05,23807.0,0.8889,Very High
77.6,13.59,17.51,43823.0,0.9089,Very High
72.4,13.9,15.06,36698.0,0.8639,Very High
78.5,10.99,14.23,22914.0,0.8269,Very High
51.5,4.38,9.59,3102.0,0.4521,Low
55.3,8.34,5.76,3128.0,0.4976,Low
62.5,9.43,6.55,9195.0,0.5928,Medium
54.5,7.14,11.26,5029.0,0.5622,Medium
67.6,13.11,14.71,26771.0,0.804,Very High
72.9,11.65,15.65,13690.0,0.8015,Very High
82.4,12.07,17.77,23632.0,0.8854,Very High
62.7,8.92,11.11,4993.0,0.6044,Medium
77.5,13.07,15.34,45157.0,0.8791,Very High
63.2,9.84,12.01,8137.0,0.6835,Medium
30.4,0.4,1.38,273.0,0.1382,Low
60.7,10.61,12.65,11067.0,0.6994,Medium
85.0,15.0,16.87,48907.0,0.9522,Very High
40.5,8.07,6.44,790.0,0.3394,Low
25.9,1.41,3.54,214.0,0.1044,Low
55.8,10.22,10.79,8773.0,0.6276,Medium
62.6,8.5,8.52,6806.0,0.622,Medium
42.6,6.53,6.59,2769.0,0.4209,Low
59.7,6.73,12.78,2198.0,0.5506,Medium
58.0,9.82,9.95,5717.0,0.5903,Medium
37.3,4.38,4.33,742.0,0.2749,Low
43.5,9.44,4.1,2944.0,0.4303,Low
28.1,0.0,6.28,218.0,0.1459,Low
72.2,9.14,12.56,25332.0,0.755,High
46.7,9.29,5.33,1094.0,0.4123,Low
71.1,12.69,15.21,18894.0,0.8099,Very High
71.0,10.75,12.11,21964.0,0.7638,High
61.8,11.61,14.25,7280.0,0.6845,Medium
72.4,9.15,10.76,15054.0,0.7184,High
41.4,5.32,7.76,1347.0,0.3695,Low
67.7,10.45,14.38,13653.0,0.7336,High
52.0,11.41,11.54,9655.0,0.6286,Medium
27.1,3.95,0.22,319.0,0.1536,Low
44.6,7.55,5.9,1299.0,0.395,Low
36.5,3.47,3.93,867.0,0.2646,Low
70.0,14.81,12.71,36766.0,0.8421,Very High
67.4,9.45,8.42,5946.0,0.6292,Medium
55.2,7.57,11.93,4060.0,0.5728,Medium
76.6,12.79,17.08,39393.0,0.8925,Very High
49.7,5.99,8.66,3255.0,0.4791,Low
64.6,12.05,14.35,12396.0,0.7538,High
63.3,9.1,13.02,13756.0,0.7035,High
50.8,6.4,7.3,1889.0,0.4424,Low
59.3,7.36,11.15,4801.0,0.5921,Medium
33.4,0.73,4.59,544.0,0.1892,Low
51.6,4.48,8.24,938.0,0.3943,Low
75.9,12.41,17.57,24907.0,0.8729,Very High
58.9,11.12,12.01,17243.0,0.7052,High
63.3,8.32,8.77,8412.0,0.6071,Medium
49.1,4.65,11.27,2867.0,0.4734,Low
29.4,7.33,2.68,417.0,0.2147,Low
53.3,9.39,7.88,2963.0,0.5175,Low
49.1,8.24,9.49,3421.0,0.4924,Low
35.3,7.62,6.88,1309.0,0.3487,Low
43.2,6.38,5.19,1159.0,0.3483,Low
59.7,8.99,12.24,6285.0,0.6368,Medium
68.6,13.8,17.5,20872.0,0.8428,Very High
36.0,4.69,3.78,381.0,0.2289,Low
59.1,8.74,8.92,3528.0,0.5462,Low
61.1,11.84,9.62,12651.0,0.6736,Medium
80.1,11.95,18.0,51410.0,0.9166,Very High
48.1,4.64,5.1,714.0,0.3342,Low
53.9,10.49,6.99,2831.0,0.5239,Low
33.6,4.71,4.41,430.0,0.2249,Low
71.0,8.79,15.0,13178.0,0.76,High
73.5,11.81,17.35,23899.0,0.8355,Very High
77.9,14.51,13.43,32013.0,0.8823,Very High
68.8,12.48,13.98,13050.0,0.754,High
56.9,9.23,10.74,2833.0,0.5586,Medium
58.8,8.54,11.63,7502.0,0.623,Medium
67.5,10.75,14.12,9116.0,0.7218,High
68.0,10.18,13.65,18597.0,0.7454,High
57.6,9.2,14.18,12440.0,0.6611,Medium
72.9,14.05,12.6,19252.0,0.8049,Very High
74.7,12.17,14.94,17582.0,0.8071,Very High
61.8,11.42,12.83,8765.0,0.6873,Medium
74.9,12.85,14.35,22922.0,0.8493,Very High
39.4,6.33,4.62,493.0,0.2934,Low
68.0,11.94,13.75,13513.0,0.7588,High
75.5,12.79,12.84,16198.0,0.8118,Very High
74.8,13.21,18.0,44757.0,0.8962,Very High
56.9,7.33,12.95,4127.0,0.5594,Medium
48.2,6.37,10.02,1373.0,0.4385,Low
70.8,12.54,13.03,14145.0,0.7783,High
43.4,5.7,3.9,900.0,0.3492,Low
39.8,8.11,6.74,737.0,0.338,Low
72.8,10.69,13.87,23113.0,0.8022,Very High
55.1,8.37,7.03,3486.0,0.5185,Low
